year,gender,age_type,adm_nm,population,population_diff
2015,남성,31,충청남도,120865,
2016,남성,31,충청남도,116599,-4266.0
2017,남성,31,충청남도,114248,-2351.0
2018,남성,31,충청남도,111437,-2811.0
2019,남성,31,충청남도,108442,-2995.0
2020,남성,31,충청남도,104405,-4037.0
2021,남성,31,충청남도,103277,-1128.0
2022,남성,31,충청남도,104236,959.0
2015,남성,32,충청남도,118477,
2016,남성,32,충청남도,120791,2314.0
2017,남성,32,충청남도,123078,2287.0
2018,남성,32,충청남도,124545,1467.0
2019,남성,32,충청남도,125400,855.0
2020,남성,32,충청남도,123845,-1555.0
2021,남성,32,충청남도,123594,-251.0
2022,남성,32,충청남도,119933,-3661.0
2015,남성,33,충청남도,152924,
2016,남성,33,충청남도,152378,-546.0
2017,남성,33,충청남도,152687,309.0
2018,남성,33,충청남도,150646,-2041.0
2019,남성,33,충청남도,146453,-4193.0
2020,남성,33,충청남도,140404,-6049.0
2021,남성,33,충청남도,136141,-4263.0
2022,남성,33,충청남도,133224,-2917.0
2015,남성,34,충청남도,167876,
2016,남성,34,충청남도,168936,1060.0
2017,남성,34,충청남도,170470,1534.0
2018,남성,34,충청남도,169105,-1365.0
2019,남성,34,충청남도,167281,-1824.0
2020,남성,34,충청남도,167173,-108.0
2021,남성,34,충청남도,166036,-1137.0
2022,남성,34,충청남도,167103,1067.0
2015,남성,35,충청남도,158454,
2016,남성,35,충청남도,160627,2173.0
2017,남성,35,충청남도,164178,3551.0
2018,남성,35,충청남도,168005,3827.0
2019,남성,35,충청남도,171375,3370.0
2020,남성,35,충청남도,171883,508.0
2021,남성,35,충청남도,172355,472.0
2022,남성,35,충청남도,173190,835.0
2015,남성,36,충청남도,99659,
2016,남성,36,충청남도,106656,6997.0
2017,남성,36,충청남도,112550,5894.0
2018,남성,36,충청남도,118098,5548.0
2019,남성,36,충청남도,123546,5448.0
2020,남성,36,충청남도,132820,9274.0
2021,남성,36,충청남도,144151,11331.0
2022,남성,36,충청남도,151355,7204.0
2015,남성,40,충청남도,92785,
2016,남성,40,충청남도,94803,2018.0
2017,남성,40,충청남도,99250,4447.0
2018,남성,40,충청남도,103357,4107.0
2019,남성,40,충청남도,108095,4738.0
2020,남성,40,충청남도,112767,4672.0
2021,남성,40,충청남도,116084,3317.0
2022,남성,40,충청남도,121092,5008.0
2015,여성,31,충청남도,112340,
2016,여성,31,충청남도,109323,-3017.0
2017,여성,31,충청남도,106797,-2526.0
2018,여성,31,충청남도,104552,-2245.0
2019,여성,31,충청남도,102175,-2377.0
2020,여성,31,충청남도,98103,-4072.0
2021,여성,31,충청남도,96873,-1230.0
2022,여성,31,충청남도,98273,1400.0
2015,여성,32,충청남도,114666,
2016,여성,32,충청남도,116554,1888.0
2017,여성,32,충청남도,116821,267.0
2018,여성,32,충청남도,115539,-1282.0
2019,여성,32,충청남도,114307,-1232.0
2020,여성,32,충청남도,111217,-3090.0
2021,여성,32,충청남도,109470,-1747.0
2022,여성,32,충청남도,107268,-2202.0
2015,여성,33,충청남도,133812,
2016,여성,33,충청남도,132757,-1055.0
2017,여성,33,충청남도,132149,-608.0
2018,여성,33,충청남도,130621,-1528.0
2019,여성,33,충청남도,126403,-4218.0
2020,여성,33,충청남도,120635,-5768.0
2021,여성,33,충청남도,116537,-4098.0
2022,여성,33,충청남도,113157,-3380.0
2015,여성,34,충청남도,149606,
2016,여성,34,충청남도,150745,1139.0
2017,여성,34,충청남도,151564,819.0
2018,여성,34,충청남도,149185,-2379.0
2019,여성,34,충청남도,147526,-1659.0
2020,여성,34,충청남도,147988,462.0
2021,여성,34,충청남도,147182,-806.0
2022,여성,34,충청남도,148311,1129.0
2015,여성,35,충청남도,147753,
2016,여성,35,충청남도,149175,1422.0
2017,여성,35,충청남도,152143,2968.0
2018,여성,35,충청남도,155554,3411.0
2019,여성,35,충청남도,157184,1630.0
2020,여성,35,충청남도,155965,-1219.0
2021,여성,35,충청남도,155202,-763.0
2022,여성,35,충청남도,155840,638.0
2015,여성,36,충청남도,103185,
2016,여성,36,충청남도,110093,6908.0
2017,여성,36,충청남도,115199,5106.0
2018,여성,36,충청남도,120398,5199.0
2019,여성,36,충청남도,125972,5574.0
2020,여성,36,충청남도,134603,8631.0
2021,여성,36,충청남도,144690,10087.0
2022,여성,36,충청남도,150073,5383.0
2015,여성,40,충청남도,145944,
2016,여성,40,충청남도,147694,1750.0
2017,여성,40,충청남도,152271,4577.0
2018,여성,40,충청남도,156200,3929.0
2019,여성,40,충청남도,160693,4493.0
2020,여성,40,충청남도,165445,4752.0
2021,여성,40,충청남도,168423,2978.0
2022,여성,40,충청남도,173072,4649.0
2015,남성,31,충청북도,93764,
2016,남성,31,충청북도,89284,-4480.0
2017,남성,31,충청북도,85501,-3783.0
2018,남성,31,충청북도,82546,-2955.0
2019,남성,31,충청북도,79807,-2739.0
2020,남성,31,충청북도,76764,-3043.0
2021,남성,31,충청북도,74630,-2134.0
2022,남성,31,충청북도,73292,-1338.0
2015,남성,32,충청북도,93455,
2016,남성,32,충청북도,97297,3842.0
2017,남성,32,충청북도,98646,1349.0
2018,남성,32,충청북도,101366,2720.0
2019,남성,32,충청북도,104315,2949.0
2020,남성,32,충청북도,106877,2562.0
2021,남성,32,충청북도,103197,-3680.0
2022,남성,32,충청북도,97998,-5199.0
2015,남성,33,충청북도,107462,
2016,남성,33,충청북도,106819,-643.0
2017,남성,33,충청북도,105404,-1415.0
2018,남성,33,충청북도,104402,-1002.0
2019,남성,33,충청북도,102550,-1852.0
2020,남성,33,충청북도,100611,-1939.0
2021,남성,33,충청북도,98943,-1668.0
2022,남성,33,충청북도,98764,-179.0
2015,남성,34,충청북도,129079,
2016,남성,34,충청북도,127122,-1957.0
2017,남성,34,충청북도,125693,-1429.0
2018,남성,34,충청북도,122908,-2785.0
2019,남성,34,충청북도,120620,-2288.0
2020,남성,34,충청북도,119644,-976.0
2021,남성,34,충청북도,117509,-2135.0
2022,남성,34,충청북도,117483,-26.0
2015,남성,35,충청북도,127652,
2016,남성,35,충청북도,129756,2104.0
2017,남성,35,충청북도,131247,1491.0
2018,남성,35,충청북도,132821,1574.0
2019,남성,35,충청북도,134896,2075.0
2020,남성,35,충청북도,135474,578.0
2021,남성,35,충청북도,133681,-1793.0
2022,남성,35,충청북도,132916,-765.0
2015,남성,36,충청북도,74662,
2016,남성,36,충청북도,80804,6142.0
2017,남성,36,충청북도,86865,6061.0
2018,남성,36,충청북도,93085,6220.0
2019,남성,36,충청북도,99033,5948.0
2020,남성,36,충청북도,106632,7599.0
2021,남성,36,충청북도,116709,10077.0
2022,남성,36,충청북도,121791,5082.0
2015,남성,40,충청북도,63513,
2016,남성,40,충청북도,65057,1544.0
2017,남성,40,충청북도,68082,3025.0
2018,남성,40,충청북도,71138,3056.0
2019,남성,40,충청북도,74208,3070.0
2020,남성,40,충청북도,76656,2448.0
2021,남성,40,충청북도,78697,2041.0
2022,남성,40,충청북도,83522,4825.0
2015,여성,31,충청북도,86886,
2016,여성,31,충청북도,83068,-3818.0
2017,여성,31,충청북도,79624,-3444.0
2018,여성,31,충청북도,76723,-2901.0
2019,여성,31,충청북도,74052,-2671.0
2020,여성,31,충청북도,71938,-2114.0
2021,여성,31,충청북도,70023,-1915.0
2022,여성,31,충청북도,69279,-744.0
2015,여성,32,충청북도,88617,
2016,여성,32,충청북도,90866,2249.0
2017,여성,32,충청북도,91479,613.0
2018,여성,32,충청북도,90709,-770.0
2019,여성,32,충청북도,89871,-838.0
2020,여성,32,충청북도,90739,868.0
2021,여성,32,충청북도,88057,-2682.0
2022,여성,32,충청북도,84180,-3877.0
2015,여성,33,충청북도,100379,
2016,여성,33,충청북도,98501,-1878.0
2017,여성,33,충청북도,96609,-1892.0
2018,여성,33,충청북도,94672,-1937.0
2019,여성,33,충청북도,92083,-2589.0
2020,여성,33,충청북도,89015,-3068.0
2021,여성,33,충청북도,86773,-2242.0
2022,여성,33,충청북도,83808,-2965.0
2015,여성,34,충청북도,122470,
2016,여성,34,충청북도,121047,-1423.0
2017,여성,34,충청북도,119550,-1497.0
2018,여성,34,충청북도,116056,-3494.0
2019,여성,34,충청북도,113172,-2884.0
2020,여성,34,충청북도,112576,-596.0
2021,여성,34,충청북도,110638,-1938.0
2022,여성,34,충청북도,110642,4.0
2015,여성,35,충청북도,122222,
2016,여성,35,충청북도,124216,1994.0
2017,여성,35,충청북도,125585,1369.0
2018,여성,35,충청북도,127911,2326.0
2019,여성,35,충청북도,129798,1887.0
2020,여성,35,충청북도,129408,-390.0
2021,여성,35,충청북도,128018,-1390.0
2022,여성,35,충청북도,127084,-934.0
2015,여성,36,충청북도,77199,
2016,여성,36,충청북도,82918,5719.0
2017,여성,36,충청북도,88420,5502.0
2018,여성,36,충청북도,93981,5561.0
2019,여성,36,충청북도,99907,5926.0
2020,여성,36,충청북도,107382,7475.0
2021,여성,36,충청북도,116822,9440.0
2022,여성,36,충청북도,120990,4168.0
2015,여성,40,충청북도,101716,
2016,여성,40,충청북도,103107,1391.0
2017,여성,40,충청북도,106248,3141.0
2018,여성,40,충청북도,108910,2662.0
2019,여성,40,충청북도,111596,2686.0
2020,여성,40,충청북도,113957,2361.0
2021,여성,40,충청북도,115965,2008.0
2022,여성,40,충청북도,120413,4448.0
